Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,car_age,price_per_km,mileage_per_year,engine_size_category,ID
VW,Passat,1.8,Diesel,1995,177484,2731,31,0.02,177484,Small,45006
VW,Golf,1.6,Petrol,2000,147047,3541,26,0.02,147047,Small,45007
Porsche,911,3.5,Petrol,1988,244013,2829,38,0.01,244013,Large,45008
Ford,Fiesta,1.4,Hybrid,2015,59960,16828,11,0.28,59960,Small,45009
BMW,M5,4.4,Petrol,2019,26386,114794,7,4.35,26386,Large,45010
Ford,Fiesta,1.2,Petrol,2021,7738,26266,5,3.39,7738,Small,45011
VW,Golf,1.8,Petrol,1988,217325,922,38,0.0,217325,Small,45012
VW,Passat,1.8,Diesel,1996,98410,5481,30,0.06,98410,Small,45013
VW,Polo,1.0,Petrol,2019,32360,18809,7,0.58,32360,Small,45014
BMW,M5,4.4,Petrol,1989,238887,3004,37,0.01,238887,Large,45015
VW,Polo,1.4,Petrol,1987,160216,1052,39,0.01,160216,Small,45016
BMW,M5,5.0,Petrol,1993,242695,4038,33,0.02,242695,Large,45017
Toyota,Prius,1.0,Hybrid,2017,29274,29492,9,1.01,29274,Small,45018
BMW,M5,4.4,Petrol,2012,57209,59779,14,1.04,57209,Large,45019
VW,Golf,1.6,Petrol,2016,61929,19270,10,0.31,61929,Small,45020
Toyota,Yaris,1.0,Petrol,1998,177951,1799,28,0.01,177951,Small,45021
Ford,Fiesta,1.2,Petrol,1992,175771,1162,34,0.01,175771,Small,45022
Toyota,Yaris,1.2,Hybrid,2019,13010,31067,7,2.39,13010,Small,45023
Toyota,RAV4,2.2,Hybrid,1998,150606,6154,28,0.04,150606,Medium,45024
Toyota,RAV4,2.0,Hybrid,2016,40643,42903,10,1.06,40643,Small,45025
VW,Golf,2.0,Diesel,2013,54651,19407,13,0.36,54651,Small,45026
VW,Polo,1.0,Petrol,2016,54835,13435,10,0.25,54835,Small,45027
VW,Polo,1.0,Petrol,2011,75425,8408,15,0.11,75425,Small,45028
Ford,Mondeo,1.8,Diesel,2011,41842,20574,15,0.49,41842,Small,45029
BMW,Z4,2.0,Petrol,2019,16043,45448,7,2.83,16043,Small,45030
Toyota,RAV4,1.8,Hybrid,1998,177010,4462,28,0.03,177010,Small,45031
Porsche,718 Cayman,4.0,Petrol,1992,261509,1904,34,0.01,261509,Large,45032
Toyota,Yaris,1.0,Petrol,1994,138817,1906,32,0.01,138817,Small,45033
Toyota,Yaris,1.2,Hybrid,1999,246994,1366,27,0.01,246994,Small,45034
Ford,Fiesta,1.4,Petrol,2021,6059,28618,5,4.72,6059,Small,45035
Ford,Focus,1.6,Petrol,2002,111756,6353,24,0.06,111756,Small,45036
VW,Polo,1.4,Petrol,2002,76290,5428,24,0.07,76290,Small,45037
VW,Golf,1.8,Petrol,2006,85899,8922,20,0.1,85899,Small,45038
VW,Polo,1.4,Petrol,1994,88198,2931,32,0.03,88198,Small,45039
VW,Polo,1.2,Petrol,2008,95009,6574,18,0.07,95009,Small,45040
Toyota,RAV4,2.0,Hybrid,1996,175180,4181,30,0.02,175180,Small,45041
VW,Golf,1.4,Diesel,2002,139368,4228,24,0.03,139368,Small,45042
Toyota,Yaris,1.0,Petrol,1998,124576,2785,28,0.02,124576,Small,45043
VW,Passat,1.8,Diesel,2018,31257,36898,8,1.18,31257,Small,45044
Toyota,Prius,1.4,Hybrid,1989,194265,1582,37,0.01,194265,Small,45045
VW,Polo,1.4,Petrol,2011,67879,10466,15,0.15,67879,Small,45046
Toyota,Yaris,1.4,Petrol,2018,32044,23533,8,0.73,32044,Small,45047
Toyota,RAV4,2.0,Hybrid,2008,90759,18100,18,0.2,90759,Small,45048
Ford,Fiesta,1.2,Petrol,1995,158215,1646,31,0.01,158215,Small,45049
VW,Golf,1.6,Petrol,2016,47551,21108,10,0.44,47551,Small,45050
Ford,Mondeo,1.8,Diesel,2012,62104,19368,14,0.31,62104,Small,45051
BMW,Z4,3.0,Petrol,2002,145461,7374,24,0.05,145461,Medium,45052
Toyota,Prius,1.0,Hybrid,1993,244012,1117,33,0.0,244012,Small,45053
VW,Golf,1.6,Petrol,2008,82038,9875,18,0.12,82038,Small,45054
Ford,Fiesta,1.0,Petrol,1987,157337,888,39,0.01,157337,Small,45055
VW,Passat,1.4,Petrol,1991,248570,932,35,0.0,248570,Small,45056
VW,Golf,2.0,Diesel,1994,239443,1246,32,0.01,239443,Small,45057
Ford,Focus,1.8,Diesel,2021,14309,47309,5,3.31,14309,Small,45058
Ford,Focus,2.0,Petrol,2019,14188,41592,7,2.93,14188,Small,45059
Ford,Mondeo,1.8,Diesel,2017,64404,26628,9,0.41,64404,Small,45060
Toyota,RAV4,2.0,Hybrid,2018,31693,51678,8,1.63,31693,Small,45061
VW,Polo,1.2,Petrol,2002,162263,2604,24,0.02,162263,Small,45062
Ford,Focus,1.4,Diesel,2003,113437,6586,23,0.06,113437,Small,45063
Toyota,RAV4,2.0,Hybrid,1994,205765,2804,32,0.01,205765,Small,45064
Toyota,Yaris,1.0,Petrol,2021,12055,27142,5,2.25,12055,Small,45065
Ford,Mondeo,1.6,Petrol,1997,89120,5323,29,0.06,89120,Small,45066
Toyota,Prius,1.4,Hybrid,2018,19749,39349,8,1.99,19749,Small,45067
BMW,X3,2.4,Petrol,2009,122832,13214,17,0.11,122832,Medium,45068
Ford,Focus,1.0,Petrol,2018,28043,25485,8,0.91,28043,Small,45069
VW,Passat,1.6,Petrol,1992,144011,2653,34,0.02,144011,Small,45070
Ford,Focus,1.4,Diesel,2017,44605,26864,9,0.6,44605,Small,45071
BMW,X3,2.4,Diesel,1995,97814,6583,31,0.07,97814,Medium,45072
Porsche,911,2.6,Petrol,2009,113961,29905,17,0.26,113961,Medium,45073
VW,Polo,1.6,Petrol,1987,237481,571,39,0.0,237481,Small,45074
Ford,Focus,1.8,Diesel,1990,210363,1402,36,0.01,210363,Small,45075
Toyota,Prius,1.4,Hybrid,1992,309366,668,34,0.0,309366,Small,45076
Porsche,911,3.0,Petrol,2005,150817,18393,21,0.12,150817,Medium,45077
VW,Golf,1.8,Diesel,2005,118698,6886,21,0.06,118698,Small,45078
Toyota,Yaris,1.0,Petrol,1989,272969,418,37,0.0,272969,Small,45079
Porsche,Cayenne,3.5,Diesel,2004,130313,15444,22,0.12,130313,Large,45080
BMW,X3,2.0,Diesel,2017,42651,37653,9,0.88,42651,Small,45081
Toyota,RAV4,2.4,Hybrid,1997,218645,3344,29,0.02,218645,Medium,45082
Ford,Mondeo,1.4,Diesel,1991,122401,2738,35,0.02,122401,Small,45083
VW,Passat,2.0,Petrol,1999,159583,4164,27,0.03,159583,Small,45084
Toyota,RAV4,2.4,Hybrid,2006,40474,24154,20,0.6,40474,Medium,45085
Toyota,Yaris,1.0,Petrol,2000,46450,5496,26,0.12,46450,Small,45086
BMW,X3,3.0,Diesel,2013,26200,38890,13,1.48,26200,Medium,45087
VW,Polo,1.4,Petrol,1992,200139,1043,34,0.01,200139,Small,45088
BMW,Z4,2.0,Petrol,2012,69217,20666,14,0.3,69217,Small,45089
Toyota,Yaris,1.0,Petrol,2006,88035,6228,20,0.07,88035,Small,45090
Porsche,Cayenne,3.5,Diesel,1993,172380,5256,33,0.03,172380,Large,45091
Toyota,Prius,1.8,Hybrid,2016,37854,35210,10,0.93,37854,Small,45092
Ford,Mondeo,1.8,Hybrid,1989,319718,536,37,0.0,319718,Small,45093
Ford,Fiesta,1.0,Petrol,2006,132906,3841,20,0.03,132906,Small,45094
Toyota,Yaris,1.4,Petrol,2012,98233,10218,14,0.1,98233,Small,45095
Ford,Focus,1.6,Petrol,1998,167538,3114,28,0.02,167538,Small,45096
Ford,Fiesta,1.4,Petrol,2000,164250,2359,26,0.01,164250,Small,45097
Toyota,Prius,1.0,Hybrid,2003,100847,7253,23,0.07,100847,Small,45098
VW,Golf,1.2,Petrol,1995,152910,2094,31,0.01,152910,Small,45099
Porsche,911,2.6,Petrol,2015,30326,78179,11,2.58,30326,Medium,45100
VW,Polo,1.6,Petrol,2004,235906,1800,22,0.01,235906,Small,45101
Ford,Mondeo,2.0,Diesel,2007,101146,11161,19,0.11,101146,Small,45102
VW,Polo,1.0,Petrol,2007,76123,6409,19,0.08,76123,Small,45103
BMW,Z4,2.0,Petrol,2010,125255,12052,16,0.1,125255,Small,45104
VW,Golf,1.8,Petrol,2016,37912,23733,10,0.63,37912,Small,45105
Toyota,RAV4,2.4,Hybrid,2013,65289,32951,13,0.5,65289,Medium,45106
Ford,Focus,1.0,Petrol,1994,158191,2038,32,0.01,158191,Small,45107
VW,Polo,1.6,Petrol,2011,47317,12763,15,0.27,47317,Small,45108
Toyota,RAV4,2.4,Hybrid,1994,245033,2153,32,0.01,245033,Medium,45109
Porsche,718 Cayman,4.0,Petrol,2015,31151,54713,11,1.76,31151,Large,45110
Toyota,Prius,1.8,Hybrid,2020,3862,55456,6,14.36,3862,Small,45111
Toyota,Yaris,1.2,Petrol,2006,59030,8299,20,0.14,59030,Small,45112
BMW,Z4,2.4,Petrol,1999,70464,9437,27,0.13,70464,Medium,45113
VW,Golf,1.2,Diesel,1988,222053,758,38,0.0,222053,Small,45114
Ford,Mondeo,1.6,Diesel,2006,125674,7758,20,0.06,125674,Small,45115
Toyota,RAV4,2.4,Hybrid,2004,143039,10197,22,0.07,143039,Medium,45116
VW,Polo,2.0,Petrol,2008,110983,7544,18,0.07,110983,Small,45117
Toyota,Prius,1.0,Hybrid,2007,103534,9285,19,0.09,103534,Small,45118
BMW,M5,4.0,Petrol,2018,35665,97055,8,2.72,35665,Large,45119
Toyota,RAV4,2.0,Hybrid,2017,46877,44156,9,0.94,46877,Small,45120
Toyota,RAV4,2.2,Hybrid,2004,159944,8499,22,0.05,159944,Medium,45121
Ford,Focus,1.4,Petrol,1994,125399,3140,32,0.03,125399,Small,45122
Ford,Fiesta,1.2,Hybrid,1995,105393,2994,31,0.03,105393,Small,45123
BMW,X3,3.0,Diesel,2003,180316,6495,23,0.04,180316,Medium,45124
Toyota,Yaris,1.2,Petrol,1998,126927,2995,28,0.02,126927,Small,45125
VW,Golf,1.4,Petrol,2009,46564,12457,17,0.27,46564,Small,45126
Ford,Focus,1.6,Diesel,2017,28196,31638,9,1.12,28196,Small,45127
Toyota,RAV4,1.8,Hybrid,2003,160230,7175,23,0.04,160230,Small,45128
Ford,Focus,1.8,Petrol,2007,84452,11470,19,0.14,84452,Small,45129
VW,Golf,1.8,Petrol,2002,132296,4830,24,0.04,132296,Small,45130
VW,Golf,1.8,Petrol,1995,103500,3775,31,0.04,103500,Small,45131
Ford,Mondeo,1.6,Diesel,2011,26040,21272,15,0.82,26040,Small,45132
VW,Golf,1.4,Petrol,1989,222647,829,37,0.0,222647,Small,45133
VW,Golf,1.4,Petrol,2006,129233,5698,20,0.04,129233,Small,45134
VW,Polo,1.2,Petrol,2009,82543,7676,17,0.09,82543,Small,45135
Ford,Mondeo,1.6,Diesel,2016,61674,23908,10,0.39,61674,Small,45136
BMW,X3,2.4,Diesel,2018,26881,48359,8,1.8,26881,Medium,45137
BMW,X3,3.0,Diesel,2012,87462,24621,14,0.28,87462,Medium,45138
VW,Passat,1.4,Diesel,2008,87657,11621,18,0.13,87657,Small,45139
Toyota,Yaris,1.4,Hybrid,2016,42506,23230,10,0.55,42506,Small,45140
VW,Golf,2.0,Diesel,2017,36487,28316,9,0.78,36487,Small,45141
Ford,Mondeo,2.0,Diesel,1998,56288,8334,28,0.15,56288,Small,45142
VW,Passat,1.4,Diesel,2012,55643,18812,14,0.34,55643,Small,45143
Toyota,Prius,1.4,Hybrid,2016,32361,32070,10,0.99,32361,Small,45144
Ford,Focus,1.8,Diesel,1993,148309,2914,33,0.02,148309,Small,45145
VW,Golf,1.2,Diesel,2004,109453,5642,22,0.05,109453,Small,45146
Ford,Focus,1.4,Petrol,2018,35426,28894,8,0.82,35426,Small,45147
Toyota,Prius,1.4,Hybrid,2000,155884,4569,26,0.03,155884,Small,45148
VW,Polo,1.0,Diesel,2008,84828,6774,18,0.08,84828,Small,45149
Ford,Focus,1.0,Petrol,2002,47354,7821,24,0.17,47354,Small,45150
VW,Passat,1.8,Diesel,2018,36994,35681,8,0.96,36994,Small,45151
VW,Polo,1.6,Petrol,2012,43444,13970,14,0.32,43444,Small,45152
VW,Golf,1.2,Diesel,2018,45458,22215,8,0.49,45458,Small,45153
BMW,X3,3.0,Diesel,2015,79328,31827,11,0.4,79328,Medium,45154
Ford,Mondeo,1.8,Diesel,2006,164059,6031,20,0.04,164059,Small,45155
Toyota,Yaris,1.2,Hybrid,2015,33191,21263,11,0.64,33191,Small,45156
VW,Passat,2.0,Diesel,2012,58833,22031,14,0.37,58833,Small,45157
VW,Golf,1.8,Petrol,1993,288482,666,33,0.0,288482,Small,45158
Toyota,RAV4,2.2,Hybrid,1994,137803,5227,32,0.04,137803,Medium,45159
Ford,Focus,1.0,Petrol,2003,152777,3884,23,0.03,152777,Small,45160
Toyota,Yaris,1.4,Hybrid,2022,8442,41984,4,4.97,8442,Small,45161
Porsche,911,2.2,Petrol,2000,218784,6281,26,0.03,218784,Medium,45162
VW,Passat,1.4,Petrol,2019,19659,35364,7,1.8,19659,Small,45163
Ford,Fiesta,1.2,Petrol,2014,54877,12547,12,0.23,54877,Small,45164
Porsche,Cayenne,4.0,Petrol,2017,33777,72902,9,2.16,33777,Large,45165
VW,Polo,2.0,Petrol,2004,91123,6684,22,0.07,91123,Small,45166
VW,Golf,1.4,Diesel,2008,113116,7740,18,0.07,113116,Small,45167
BMW,X3,3.0,Diesel,1987,217633,1610,39,0.01,217633,Medium,45168
Porsche,Cayenne,3.5,Petrol,1998,163187,7549,28,0.05,163187,Large,45169
Toyota,RAV4,2.2,Hybrid,2016,66358,38263,10,0.58,66358,Medium,45170
VW,Passat,1.8,Diesel,2012,73340,18994,14,0.26,73340,Small,45171
VW,Polo,1.2,Petrol,2010,101122,7185,16,0.07,101122,Small,45172
VW,Golf,1.4,Petrol,2001,183213,2614,25,0.01,183213,Small,45173
Ford,Mondeo,1.8,Petrol,1995,176566,2482,31,0.01,176566,Small,45174
Toyota,RAV4,1.8,Hybrid,2014,49117,33825,12,0.69,49117,Small,45175
Toyota,Prius,1.0,Hybrid,1998,133112,4063,28,0.03,133112,Small,45176
VW,Polo,1.0,Petrol,2001,117356,3187,25,0.03,117356,Small,45177
VW,Golf,1.2,Hybrid,2015,74733,17207,11,0.23,74733,Small,45178
Toyota,Prius,1.0,Hybrid,2010,79258,13486,16,0.17,79258,Small,45179
Toyota,RAV4,2.0,Hybrid,2002,162320,6953,24,0.04,162320,Small,45180
VW,Polo,1.6,Petrol,2013,77857,11953,13,0.15,77857,Small,45181
Ford,Fiesta,1.0,Petrol,1994,204102,947,32,0.0,204102,Small,45182
Ford,Focus,1.6,Petrol,2012,88905,14627,14,0.16,88905,Small,45183
Ford,Mondeo,2.0,Diesel,1994,253555,1291,32,0.01,253555,Small,45184
Toyota,Prius,1.4,Hybrid,2014,59860,23712,12,0.4,59860,Small,45185
Ford,Mondeo,1.6,Diesel,1998,193221,2598,28,0.01,193221,Small,45186
BMW,X3,2.4,Diesel,2007,68075,18020,19,0.26,68075,Medium,45187
VW,Passat,1.4,Diesel,2012,79205,16094,14,0.2,79205,Small,45188
VW,Passat,2.0,Diesel,2001,83225,8985,25,0.11,83225,Small,45189
Ford,Focus,1.8,Petrol,2015,23173,28773,11,1.24,23173,Small,45190
Ford,Focus,1.4,Diesel,2007,108281,8939,19,0.08,108281,Small,45191
VW,Passat,1.8,Petrol,2001,122544,6078,25,0.05,122544,Small,45192
Toyota,Prius,1.8,Hybrid,2003,117841,8569,23,0.07,117841,Small,45193
VW,Golf,1.8,Hybrid,1993,207239,1691,33,0.01,207239,Small,45194
BMW,Z4,3.0,Petrol,2002,209611,4265,24,0.02,209611,Medium,45195
Ford,Fiesta,1.0,Petrol,2005,101334,4572,21,0.05,101334,Small,45196
VW,Golf,1.2,Petrol,1996,198130,1523,30,0.01,198130,Small,45197
Ford,Fiesta,1.2,Petrol,2005,62586,6553,21,0.1,62586,Small,45198
Ford,Focus,1.0,Petrol,2012,41645,15774,14,0.38,41645,Small,45199
BMW,X3,3.0,Diesel,2021,11169,71969,5,6.44,11169,Medium,45200
VW,Passat,1.6,Diesel,2007,128298,8583,19,0.07,128298,Small,45201
VW,Golf,2.0,Petrol,2020,20534,36079,6,1.76,20534,Small,45202
VW,Passat,1.6,Diesel,2004,79102,10100,22,0.13,79102,Small,45203
VW,Passat,1.4,Petrol,1999,141643,4035,27,0.03,141643,Small,45204
Toyota,RAV4,2.0,Petrol,2009,80949,17273,17,0.21,80949,Small,45205
VW,Polo,1.6,Diesel,1996,110441,3196,30,0.03,110441,Small,45206
Toyota,Prius,1.4,Hybrid,2007,94631,11723,19,0.12,94631,Small,45207
VW,Passat,1.8,Diesel,1991,33993,6003,35,0.18,33993,Small,45208
BMW,Z4,3.0,Petrol,1991,178330,2692,35,0.02,178330,Medium,45209
Toyota,Prius,1.4,Hybrid,2022,4518,55696,4,12.33,4518,Small,45210
Ford,Focus,1.6,Diesel,1985,310757,372,41,0.0,310757,Small,45211
Porsche,Cayenne,3.5,Petrol,1997,240386,3578,29,0.01,240386,Large,45212
VW,Passat,1.8,Petrol,2015,61519,23894,11,0.39,61519,Small,45213
Toyota,Prius,1.0,Hybrid,1998,213164,2062,28,0.01,213164,Small,45214
Ford,Focus,1.4,Diesel,1996,114549,4095,30,0.04,114549,Small,45215
Ford,Mondeo,1.8,Diesel,1996,121939,4348,30,0.04,121939,Small,45216
Ford,Fiesta,1.4,Petrol,1994,247102,760,32,0.0,247102,Small,45217
Ford,Mondeo,1.8,Diesel,2007,90593,11428,19,0.13,90593,Small,45218
Ford,Fiesta,1.2,Petrol,1990,236352,594,36,0.0,236352,Small,45219
Ford,Mondeo,1.8,Diesel,2009,97002,12470,17,0.13,97002,Small,45220
BMW,M5,4.4,Petrol,2019,25437,115410,7,4.54,25437,Large,45221
BMW,X3,2.4,Diesel,1995,96283,6656,31,0.07,96283,Medium,45222
VW,Polo,1.2,Petrol,2007,75500,7051,19,0.09,75500,Small,45223
Toyota,Yaris,1.2,Petrol,1992,235501,793,34,0.0,235501,Small,45224
VW,Golf,1.2,Hybrid,1994,168575,2063,32,0.01,168575,Small,45225
Toyota,Yaris,1.2,Hybrid,1992,139756,2177,34,0.02,139756,Small,45226
Ford,Focus,2.0,Petrol,1997,65521,7059,29,0.11,65521,Small,45227
VW,Polo,1.4,Petrol,2000,188320,1972,26,0.01,188320,Small,45228
VW,Golf,1.8,Petrol,1990,119470,2398,36,0.02,119470,Small,45229
BMW,X3,2.4,Petrol,2001,155687,5959,25,0.04,155687,Medium,45230
Toyota,Yaris,1.4,Petrol,2004,47142,8455,22,0.18,47142,Small,45231
Toyota,Yaris,1.0,Petrol,2006,91017,6097,20,0.07,91017,Small,45232
Ford,Mondeo,2.0,Hybrid,2012,75336,21367,14,0.28,75336,Small,45233
Ford,Focus,1.6,Petrol,1994,199620,1808,32,0.01,199620,Small,45234
Toyota,Prius,1.4,Hybrid,2021,14631,49415,5,3.38,14631,Small,45235
Ford,Focus,1.4,Petrol,1995,127192,3310,31,0.03,127192,Small,45236
Ford,Mondeo,1.6,Hybrid,2009,108011,12391,17,0.11,108011,Small,45237
VW,Passat,2.0,Diesel,2012,16721,28281,14,1.69,16721,Small,45238
Ford,Mondeo,1.4,Diesel,2017,20603,30600,9,1.49,20603,Small,45239
Ford,Focus,1.0,Petrol,2008,65762,10376,18,0.16,65762,Small,45240
Toyota,Prius,1.4,Hybrid,2008,81238,13775,18,0.17,81238,Small,45241
VW,Polo,1.4,Petrol,2003,101548,4851,23,0.05,101548,Small,45242
Ford,Mondeo,1.4,Diesel,1992,224433,1234,34,0.01,224433,Small,45243
BMW,X3,2.4,Diesel,1991,357972,500,35,0.0,357972,Medium,45244
Ford,Fiesta,1.2,Petrol,2015,23016,16216,11,0.7,23016,Small,45245
Ford,Fiesta,1.0,Diesel,1995,71062,3049,31,0.04,71062,Small,45246
Ford,Fiesta,1.2,Petrol,2011,91904,8000,15,0.09,91904,Small,45247
Toyota,RAV4,2.0,Hybrid,2000,192836,4688,26,0.02,192836,Small,45248
Porsche,Cayenne,3.5,Petrol,2001,102896,14841,25,0.14,102896,Large,45249
Ford,Fiesta,1.0,Petrol,2015,52515,12427,11,0.24,52515,Small,45250
Toyota,RAV4,2.4,Hybrid,2005,141924,10998,21,0.08,141924,Medium,45251
VW,Golf,2.0,Diesel,1991,331148,429,35,0.0,331148,Small,45252
Ford,Mondeo,2.0,Hybrid,1995,217328,2195,31,0.01,217328,Small,45253
Ford,Fiesta,1.0,Petrol,2014,42878,12338,12,0.29,42878,Small,45254
VW,Passat,1.8,Petrol,2014,36205,26149,12,0.72,36205,Small,45255
Ford,Mondeo,1.6,Diesel,2004,63928,10586,22,0.17,63928,Small,45256
VW,Golf,2.0,Petrol,2019,29387,32114,7,1.09,29387,Small,45257
Ford,Focus,1.4,Petrol,2019,20018,33715,7,1.68,20018,Small,45258
VW,Golf,1.8,Petrol,2004,86449,7778,22,0.09,86449,Small,45259
Ford,Mondeo,2.0,Diesel,2012,134877,12036,14,0.09,134877,Small,45260
Toyota,Prius,1.4,Hybrid,2014,57898,24013,12,0.41,57898,Small,45261
VW,Golf,1.2,Petrol,2016,66663,16178,10,0.24,66663,Small,45262
Ford,Mondeo,2.0,Diesel,2021,9116,50790,5,5.57,9116,Small,45263
Toyota,RAV4,2.4,Hybrid,2004,105416,13651,22,0.13,105416,Medium,45264
Porsche,Cayenne,4.0,Diesel,2017,42797,72550,9,1.7,42797,Large,45265
VW,Polo,1.2,Petrol,1993,41030,3459,33,0.08,41030,Small,45266
VW,Polo,1.6,Petrol,1997,111783,3221,29,0.03,111783,Small,45267
Ford,Mondeo,1.8,Diesel,2019,24272,38846,7,1.6,24272,Small,45268
Toyota,Yaris,1.4,Hybrid,2014,57047,18572,12,0.33,57047,Small,45269
Ford,Focus,1.8,Petrol,1997,137072,3967,29,0.03,137072,Small,45270
Toyota,RAV4,1.8,Hybrid,1988,220946,1557,38,0.01,220946,Small,45271
Toyota,Yaris,1.0,Petrol,2001,197292,1858,25,0.01,197292,Small,45272
BMW,X3,2.4,Diesel,2020,21232,57032,6,2.69,21232,Medium,45273
Ford,Focus,1.0,Petrol,2008,88635,8874,18,0.1,88635,Small,45274
Ford,Mondeo,1.4,Diesel,2020,21865,37115,6,1.7,21865,Small,45275
VW,Polo,1.0,Petrol,2012,28386,12068,14,0.43,28386,Small,45276
Toyota,RAV4,2.2,Petrol,2009,89562,17055,17,0.19,89562,Medium,45277
VW,Golf,1.6,Hybrid,2014,87661,16995,12,0.19,87661,Small,45278
Toyota,RAV4,2.0,Hybrid,2006,106750,14099,20,0.13,106750,Small,45279
Toyota,Prius,1.8,Hybrid,1993,200655,2215,33,0.01,200655,Small,45280
VW,Passat,1.4,Diesel,2015,67175,21321,11,0.32,67175,Small,45281
Ford,Mondeo,1.8,Diesel,2009,143716,8709,17,0.06,143716,Small,45282
Ford,Mondeo,1.4,Diesel,2016,25008,27933,10,1.12,25008,Small,45283
Toyota,Yaris,1.2,Hybrid,2001,161527,3319,25,0.02,161527,Small,45284
VW,Passat,1.4,Diesel,1994,83413,4708,32,0.06,83413,Small,45285
Toyota,Yaris,1.0,Hybrid,2016,41842,19711,10,0.47,41842,Small,45286
Ford,Mondeo,1.6,Hybrid,2015,34634,30210,11,0.87,34634,Small,45287
VW,Passat,1.4,Diesel,2008,73622,12805,18,0.17,73622,Small,45288
BMW,Z4,2.2,Petrol,2006,79013,13596,20,0.17,79013,Medium,45289
Toyota,Yaris,1.4,Petrol,2009,62776,10687,17,0.17,62776,Small,45290
VW,Polo,1.0,Petrol,1992,152613,1322,34,0.01,152613,Small,45291
VW,Passat,2.0,Diesel,2009,103840,13209,17,0.13,103840,Small,45292
Toyota,Prius,1.0,Hybrid,2006,56118,12042,20,0.21,56118,Small,45293
Toyota,Prius,1.4,Hybrid,2007,121789,9572,19,0.08,121789,Small,45294
BMW,M5,5.0,Petrol,1993,143649,9560,33,0.07,143649,Large,45295
BMW,Z4,2.0,Petrol,2021,8366,54088,5,6.47,8366,Small,45296
Toyota,RAV4,2.4,Hybrid,2005,119795,13091,21,0.11,119795,Medium,45297
VW,Passat,1.8,Diesel,2013,52810,23214,13,0.44,52810,Small,45298
Ford,Mondeo,1.8,Diesel,2008,73490,13756,18,0.19,73490,Small,45299
VW,Polo,1.6,Petrol,2010,26409,13510,16,0.51,26409,Small,45300
Ford,Fiesta,1.0,Diesel,2006,23492,8508,20,0.36,23492,Small,45301
VW,Polo,1.0,Petrol,2006,25316,8231,20,0.33,25316,Small,45302
VW,Passat,1.6,Diesel,2006,74763,11888,20,0.16,74763,Small,45303
Porsche,Cayenne,2.6,Petrol,2013,27803,46595,13,1.68,27803,Medium,45304
BMW,M5,4.4,Petrol,1997,139913,12067,29,0.09,139913,Large,45305
Ford,Focus,2.0,Petrol,2016,51303,27448,10,0.54,51303,Small,45306
VW,Passat,1.6,Diesel,2005,90947,9937,21,0.11,90947,Small,45307
Ford,Mondeo,2.0,Diesel,1994,236713,1507,32,0.01,236713,Small,45308
BMW,Z4,3.0,Petrol,2009,109422,15583,17,0.14,109422,Medium,45309
BMW,X3,2.0,Petrol,2011,86689,18009,15,0.21,86689,Small,45310
Toyota,Yaris,1.0,Hybrid,1997,169186,2176,29,0.01,169186,Small,45311
BMW,X3,2.0,Diesel,1997,180769,3541,29,0.02,180769,Small,45312
Porsche,718 Cayman,2.0,Petrol,2003,57384,14818,23,0.26,57384,Small,45313
Porsche,Cayenne,3.5,Petrol,2007,136888,17054,19,0.12,136888,Large,45314
VW,Polo,1.2,Petrol,2014,69656,11696,12,0.17,69656,Small,45315
Toyota,RAV4,1.8,Petrol,1994,139577,3885,32,0.03,139577,Small,45316
Toyota,RAV4,2.4,Hybrid,2003,123116,11167,23,0.09,123116,Medium,45317
Ford,Focus,1.6,Diesel,2006,127997,7688,20,0.06,127997,Small,45318
Toyota,Prius,1.8,Hybrid,2003,131246,7722,23,0.06,131246,Small,45319
VW,Polo,1.0,Petrol,2007,96393,5558,19,0.06,96393,Small,45320
BMW,X3,2.4,Diesel,2003,126081,9069,23,0.07,126081,Medium,45321
Ford,Fiesta,1.2,Petrol,1995,126832,2119,31,0.02,126832,Small,45322
Toyota,Yaris,1.0,Petrol,1988,174619,950,38,0.01,174619,Small,45323
VW,Passat,1.4,Diesel,2001,172235,3758,25,0.02,172235,Small,45324
Ford,Focus,1.4,Petrol,2006,108268,7965,20,0.07,108268,Small,45325
Ford,Fiesta,1.0,Diesel,2002,104064,3852,24,0.04,104064,Small,45326
Ford,Focus,1.4,Petrol,1992,168116,1943,34,0.01,168116,Small,45327
VW,Passat,1.4,Petrol,2006,140021,6519,20,0.05,140021,Small,45328
Porsche,911,2.6,Petrol,1992,188056,5256,34,0.03,188056,Medium,45329
BMW,Z4,3.0,Petrol,2002,121771,8896,24,0.07,121771,Medium,45330
Ford,Focus,2.0,Petrol,1997,114975,4967,29,0.04,114975,Small,45331
Toyota,Prius,1.4,Hybrid,2003,99950,8639,23,0.09,99950,Small,45332
Ford,Mondeo,1.6,Diesel,2014,47313,22915,12,0.48,47313,Small,45333
VW,Polo,1.6,Petrol,2007,113807,6180,19,0.05,113807,Small,45334
Ford,Fiesta,1.4,Petrol,1987,102497,1615,39,0.02,102497,Small,45335
Ford,Focus,1.0,Diesel,2007,100315,8013,19,0.08,100315,Small,45336
Porsche,Cayenne,2.6,Petrol,2010,69860,29401,16,0.42,69860,Medium,45337
Ford,Mondeo,1.8,Diesel,1999,176714,3398,27,0.02,176714,Small,45338
